created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,clean_text
2021-06-18 17:57:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,67.0,77,DuncanSteele8,48,74,,[],['@MoetiTshidi'],,"africa is in the midst of a full blown third wave the sobering trajectory of surging cases should rouse everyone into urgent action 

we’ve seen in india and elsewhere just how quickly  can rebound and overwhelm health systems"
2021-06-18 17:57:20+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@DrTedros ""Less than 2% of Africa’s population has been vaccinated.

Vaccines donated next year will be far too late for those who are dying today, or being infected today, or at risk today""-@DrTedros #COVID19 #VaccinEquity",-0.09166666666666666,0.41666666666666663,en,55.0,32,ChrisRamsden4,678,570,,[],"['@WHO', '@DrTedros']",Kent," less than 2 of africa’s population has been vaccinated

vaccines donated next year will be far too late for those who are dying today or being infected today or at risk today  "
2021-06-18 17:57:22+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","So glad to join training day for the DC #COVID19 Community Corps

They will be going door to door and attending events to encourage residents to #TakeTheShotDC 

Together, we’ll crush the virus! https://t.co/Q3MPcnZFJL https://t.co/NibVFurhtd",0.625,1.0,en,6.0,3,stevenlwalker,5769,1848,,['#COVID19'],['@falcicchio'],Bending stuff towards justice,"so glad to join training day for the dc  community corps

they will be going door to door and attending events to encourage residents to  

together we’ll crush the virus httpstcoq3mpcnzfjl httpstconibvfurhtd"
2021-06-18 17:57:24+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,203.0,95,yuccaldo,1309,2618,,[],['@globalhlthtwit'],"#mRNA/@pfizer 1.shot, 23.04",dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate request for vaccines to africa we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa
2021-06-18 17:57:30+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[MB] ☀️ WINNIPEG ☀️ 
Available mRNA vaccines!
📍 Scurfield Pharmacy (100 201 Scurfield Blvd)
📞 204-306-4459
💻 https://t.co/cDMOKVMUTW
Call to confirm availability/book appointment! 
#protectmb
https://t.co/7OYAVc9tK1 #VHCDose2 #COVID19MB #vhcMB",0.625,0.4,en,5.0,2,LeahMochula,84,592,,[],['@VaxHuntersCan'],,"mb ☀️ winnipeg ☀️ 
available mrna vaccines
📍 scurfield pharmacy 100 201 scurfield blvd
📞 2043064459
💻 httpstcocdmokvmutw
call to confirm availabilitybook appointment 

httpstco7oyavc9tk1   "
2021-06-18 17:57:31+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@robinmonotti2 @RiseOfTheProles BTW🤔🤔Covid19 deaths are super inflated by a rigged PCR test! Using a survival rate of the Covid19 virus of 99.97% the death by vaccines comparison is infinitely higher -try ~1 million times more likely to die by the Covid19 shot than the “actual” virus!! 😳😳😳😳😳😳😳😳😳😳😳 https://t.co/oocr6CtzQZ,0.2333333333333333,0.5533333333333333,en,3.0,3,siborg76,558,1684,,[],"['@GebauerKen', '@robinmonotti2', '@RiseOfTheProles']","England, United Kingdom",  btw🤔🤔covid19 deaths are super inflated by a rigged pcr test using a survival rate of the covid19 virus of 9997 the death by vaccines comparison is infinitely higher try 1 million times more likely to die by the covid19 shot than the “actual” virus 😳😳😳😳😳😳😳😳😳😳😳 httpstcooocr6ctzqz
2021-06-18 17:57:31+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc",0.13333333333333333,0.45555555555555555,en,203.0,96,DrRobinFawcett,85,110,,[],['@globalhlthtwit'],London,dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate request for vaccines to africa we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa httpstcosogiroihoc
2021-06-18 17:57:40+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","That's great. But there are now *zero* appointments available within a 6 hour driving radius of Winnipeg for anyone who can only get Pfizer for shot 2. 

Save Pfizer for our kids. They don't have a choice between vaccines.

@KindrachukJason @SouradetS #mbpoli",0.4000000000000001,0.7166666666666667,en,29.0,5,signpostpoetry,850,1827,,[],['@JillianHortonMD'],Treaty One,"thats great but there are now zero appointments available within a 6 hour driving radius of winnipeg for anyone who can only get pfizer for shot 2 

save pfizer for our kids they dont have a choice between vaccines

  "
2021-06-18 17:57:40+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A free 6/23 webinar will review the state of #COVID19 in Brazil, India, and South Africa and explore what lessons w… https://t.co/a1SfPNXsJ6",,,en,,0,sharon_inouye,6100,1556,False,['#COVID19'],[],United States,a free 623 webinar will review the state of  in brazil india and south africa and explore what lessons w… httpstcoa1sfpnxsj6
2021-06-18 17:57:42+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with and without booster) and Abdala were tested in 85K+ volunteers in Havana and eastern Cuba. @BioCubaFarma @FinlayInstituto @cda_dc @WOLA_org @aperezriverol https://t.co/GkrwLdJX1M,-0.1625,0.2375,en,54.0,29,laureiropedro1,45,258,,"['#Cuban', '#COVID19', '#vaccines']",['@MediccGail'],,biocubafarma says phase 3 clinical trial results for    are due out in a few days soberana02 with and without booster and abdala were tested in 85k volunteers in havana and eastern cuba      httpstcogkrwldjx1m
2021-06-18 17:57:43+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,68.0,78,yuccaldo,1309,2618,,[],['@MoetiTshidi'],"#mRNA/@pfizer 1.shot, 23.04","africa is in the midst of a full blown third wave the sobering trajectory of surging cases should rouse everyone into urgent action 

we’ve seen in india and elsewhere just how quickly  can rebound and overwhelm health systems"
2021-06-18 17:57:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.16666666666666666,0.18888888888888888,en,548.0,614,Sportsmk,755,646,,[],"['@TelGlobalHealth', '@WHOAFRO']",texas,"🚨africa is in the midst of a fullblown third wave of coronavirus the head of  has warned

cases have risen across the continent by more than 20 and deaths have also risen by 15 in the last week

 reports  🧵
httpstcocrdhqphfwm"
2021-06-18 17:57:48+00:00,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","It is really something to see new research coming out about damage to the brain, heart, and more from #Covid19. And then watch our government reopen everything and just let Covid and #DeltaVariant spread wildly throughout our country.

Vaccines are great but we need to do more https://t.co/o8vX9TkY0Q",0.37272727272727274,0.46742424242424246,en,6.0,4,RGC_BPPA,2689,5003,,['#Covid19'],['@LongCovidNYC'],"Lafayette, Louisiana","it is really something to see new research coming out about damage to the brain heart and more from  and then watch our government reopen everything and just let covid and  spread wildly throughout our country

vaccines are great but we need to do more httpstcoo8vx9tky0q"
2021-06-18 17:57:55+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.23645833333333335,0.3375,en,855.0,485,saanchi_saxena,153,350,,['#COVID19'],['@Winnie_Byanyima'],,"we are dying ugandans need the world to stand with them we need oxygen ppes  vaccines and money to pay our overstretched health workers
world we need each other 

oxygen failure kills 30 covid patients at mulago  httpstcoo1k0iugf6z via "
2021-06-18 17:57:59+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#ERNReCONNET meeting: #SLE and #COVID19 #vaccines 

""That's the reason why ERNs were developed...""

#patientsinvolvement #bestpractices for people living with #SystemicLupusErythematosus https://t.co/IJluIIioyn",0.1,0.3,en,6.0,4,NatxRP,70,305,,"['#ERNReCONNET', '#SLE', '#COVID19', '#vaccines', '#patientsinvolvement']",['@ern_reconnet'],"Barcelona, Espanya"," meeting  and   

thats the reason why erns were developed

  for people living with  httpstcoijluiiioyn"
2021-06-18 17:57:59+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,62.0,48,yuccaldo,1309,2619,,['#COVID19'],['@WHOAFRO'],"#mRNA/@pfizer 1.shot, 23.04","africa needs millions more doses here amp now to curb the third wave

in the midst of a third wave of  cases in  dr  calls out for muchneeded covid19 vaccine doses during this critical time httpstcokudpxpqq22"
2021-06-18 17:58:01+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","A new @EurobarometerEU survey shows 79% of Europeans intend to get vaccinated against #COVID19 this year. But people aged under 45 are more hesitant.

70% also believe the EU plays a key role in ensuring access to vaccines in their country. 🇪🇺

More info 👇 #StrongerTogether",0.20727272727272728,0.5709090909090909,en,102.0,50,CaleEuropaEdic,2228,2720,,['#COVID19'],"['@EU_Commission', '@EurobarometerEU']",,"a new  survey shows 79 of europeans intend to get vaccinated against  this year but people aged under 45 are more hesitant

70 also believe the eu plays a key role in ensuring access to vaccines in their country 🇪🇺

more info 👇 "
2021-06-18 17:58:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.23645833333333335,0.3375,en,855.0,486,chloekam09,478,441,,['#COVID19'],['@Winnie_Byanyima'],,"we are dying ugandans need the world to stand with them we need oxygen ppes  vaccines and money to pay our overstretched health workers
world we need each other 

oxygen failure kills 30 covid patients at mulago  httpstcoo1k0iugf6z via "
2021-06-18 17:58:08+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Global Partnership is needed to achieve Global Elimination of Cervical Cancer Globally.
#COVID19 has shown that we… https://t.co/sqkhlN56Ld",,,en,,0,runciecwc,6467,2529,,['#COVID19'],[],Nigeria,"global partnership is needed to achieve global elimination of cervical cancer globally
 has shown that we… httpstcosqkhln56ld"
2021-06-18 17:58:09+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,687.0,222,Renee98929893,12,152,,"['#WeCanDoThis', '#COVID19']",['@CDCDirector'],,"i’m pleased to welcome the  bus to atlanta today remember there are 3 easy ways to find a  vaccine near you  
🔍 search httpstcod2pdwips8o  
📱text your zip code to 438829  
📞 call 18002320233 httpstcoammcmmctip"
2021-06-18 17:58:15+00:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The US government is lying to us by pretending #Covid19 is over. It is not over. People are still dying daily. Vaccines are fantastic but they are not the only thing we need to do to save lives.

Call your elected officials! https://t.co/muzgCGzd2B",0.13333333333333333,0.6333333333333333,en,0.0,1,corrigan_david,2898,5001,,['#Covid19'],['@LongCovidNYC'],"Los Angeles, CA","the us government is lying to us by pretending  is over it is not over people are still dying daily vaccines are fantastic but they are not the only thing we need to do to save lives

call your elected officials httpstcomuzgcgzd2b"
2021-06-18 17:58:28+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",IBP South Africa and partners wrote to the Gauteng government in October last year highlighting that residents in Emfuleni Informal settlement do not have basic services to combat COVID - 8 months later the problem continues! #COVID Inequality ~ share the story!,0.0,0.06388888888888888,en,3.0,5,guyinthecorner1,249,375,,[],['@wkrafchik'],South Africa,ibp south africa and partners wrote to the gauteng government in october last year highlighting that residents in emfuleni informal settlement do not have basic services to combat covid  8 months later the problem continues  inequality  share the story
2021-06-18 17:58:40+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[MB] 🌸 WINNIPEG 🌸 
Available mRNA vaccines!
📍 Atlantic Medical Centre (1054 McPhillips Street)
📞: 204-505-1580
Call to confirm availability/book an appointment!

https://t.co/7OYAVc9tK1

#protectmb #VHCDose2 #COVID19MB #vhcMB",0.25,0.2,en,3.0,5,SandyBiback,910,575,,[],['@VaxHuntersCan'],Canada,"mb 🌸 winnipeg 🌸 
available mrna vaccines
📍 atlantic medical centre 1054 mcphillips street
📞 2045051580
call to confirm availabilitybook an appointment

httpstco7oyavc9tk1

   "
2021-06-18 17:58:43+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","More than 10,000 new cases in South Africa's latest report. Positivity rate above 20%. The third wave continues.
 (And two-thirds of new cases are in Gauteng province.)",0.21212121212121207,0.40151515151515155,en,7.0,6,FortuneThembo,214,855,,[],['@geoffreyyork'],"Johannesburg, South Africa","more than 10000 new cases in south africas latest report positivity rate above 20 the third wave continues
 and twothirds of new cases are in gauteng province"
2021-06-18 17:58:53+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",At least one take away seems to me to be that universities may still find themselves facing litigation even if they don't mandate #covid19 #vaccines.,-0.3,0.4,en,10.0,2,JonathanKuo11,19,103,,[],['@doritmi'],,at least one take away seems to me to be that universities may still find themselves facing litigation even if they dont mandate  
2021-06-18 17:59:01+00:00,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",With the vaccination programme well underway it is important that employers continue to ensure their staff can find… https://t.co/THVSYBFinh,,,en,,0,TamesideCouncil,29688,1104,False,[],[],"Ashton-under-Lyne, England",with the vaccination programme well underway it is important that employers continue to ensure their staff can find… httpstcothvsybfinh
2021-06-18 17:59:10+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Not yet vaccinated against COVID-19? Sign up for an appointment and let’s stop the spread! #WeCanDoThis #Arizona 

https://t.co/6SJjjtquRx",,,en,,0,realjacobsumner,974,1329,False,"['#WeCanDoThis', '#Arizona']",[],"Glendale, AZ","not yet vaccinated against covid19 sign up for an appointment and let’s stop the spread   

httpstco6sjjjtqurx"
2021-06-18 17:59:13+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.09375,0.28125,en,107.0,63,HIPhealthy,9396,7492,,['#COVID19'],['@CDCgov'],"Miami, Florida","you can get a  vaccine and other vaccines including flu and shingles at the same visit you no longer need to wait 14 days between vaccines side effects are the same if vaccines are given alone or together 
 
more about vaccine timing httpstcobv3mn5xdle httpstcorwrrzhkdeg"
2021-06-18 17:59:14+00:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Rimmel_Mohydin: HOARDING VACCINES IS COSTING LIVES.,,,en,64.0,27,Morteza22047559,784,601,,[],['@Rimmel_Mohydin'],Canada,rt  hoarding vaccines is costing lives
2021-06-18 17:59:22+00:00,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/WcVq32s9WD",3.700743415417188e-17,0.6333333333333334,en,536.0,349,williapa81,295,1450,,[],['@RealJoelSmalley'],,yet another amazingly qualified and courageous doctor roger hodkinson speaks out against the crazy government policy responses to covid  i have condensed his 45 minutes on the hirewire to 6 twitter size edits starting with an overview of interventions and vaccines httpstcowcvq32s9wd
